0.478119354,0.902540997,0.190363984,0.04125109,0.1738
0.710222452,1.02200872,0.157611842,0.046337716,0.0309
0.829533482,1.157117042,0.193531033,0.039449963,0.0232
0.971707494,0.839355076,0.18765574,0.034665951,0
0.655790182,0.889474522,0.150426325,0.059545482,0.0187
0.820471468,0.919973495,0.142371281,0.045393749,0
0.859141932,0.835791833,0.162970244,0.052446488,0.0023
0.995279338,1.012326611,0.185718129,0.033335247,0.0001
0.737041843,0.99790739,0.14787262,0.049646888,0.0076
0.631872314,1.093912928,0.18675847,0.047470161,0.0987
0.579183392,1.124169805,0.159462705,0.047850604,0.0792
0.913182991,0.828205592,0.141555191,0.056341448,0
0.700466928,1.183072827,0.164742861,0.033635097,0.0141
0.485278459,0.824924978,0.140211049,0.05145511,0.0473
0.97002694,1.114526718,0.15149789,0.059989975,0
0.525607221,0.910913237,0.163818756,0.034859196,0.0222
0.837105474,0.993233495,0.18864998,0.04469017,0.0154
0.593423009,0.944943061,0.18630087,0.041921495,0.0873
0.742692037,0.90692396,0.147504763,0.057660355,0
0.555659322,1.140865218,0.18178457,0.031480968,0.1369
0.605359693,1.054332934,0.150205408,0.0351429,0.0324
0.574007327,0.93130663,0.19212386,0.039103205,0.0641
0.493437964,1.009946417,0.141945239,0.053577996,0.0621
0.923688006,1.149742047,0.199053579,0.037669894,0.0151
0.684974332,1.052761281,0.15282103,0.030699476,0.006
0.553796386,1.181142035,0.192940749,0.035203549,0.2208
0.946273724,1.038769457,0.142835114,0.031882326,0
0.545870446,0.813328589,0.151612697,0.053041402,0.0022
0.973703435,0.904260404,0.1687725,0.059187038,0
0.768453021,0.829988047,0.198023308,0.041337717,0.0204
0.467595758,1.065205359,0.169887455,0.054871604,0.0416
0.489419722,1.048468797,0.182657709,0.049432365,0.2025
0.548527733,1.168465972,0.17868822,0.051244894,0.237
0.83293861,0.891536525,0.16933534,0.042362512,0.0033
0.799907481,0.941973713,0.144417729,0.049237818,0.007
0.625925769,0.930312615,0.158121716,0.039520075,0.0114
0.539178173,1.017375698,0.183775312,0.030247383,0.1064
0.725871356,1.101198941,0.178101213,0.033044954,0.0125
0.967802268,1.12650367,0.191930631,0.05210934,0.0037
0.509568717,1.032414948,0.195151639,0.04544931,0.2536
0.503925908,1.004870742,0.165210235,0.054996326,0.0428
